id,task,framework,constraint,fold,type,result,metric,mode,version,params,app+AF8-version,utc,duration,training+AF8-duration,predict+AF8-duration,models+AF8-count,seed,info,acc,auc,balacc,logloss,models+AF8-ensemble+AF8-count
openml.org/t/3818,tae,autosklearn,test,2,binary,0.666667,acc,local,0.15.0,,2.1.4,2024+AC0-01+AC0-27T11:52:49,2888.6,2881.1,0.6,34,1878479675,,0.666667,0.74,0.55,0.553911,
openml.org/t/3818,tae,autosklearn,test,3,binary,0.533333,acc,local,0.15.0,,2.1.4,2024+AC0-01+AC0-27T12:41:00,2891.1,2882.8,0.5,30,1878479676,,0.533333,0.54,0.4,0.699059,
openml.org/t/3818,tae,autosklearn,test,4,binary,0.6,acc,local,0.15.0,,2.1.4,2024+AC0-01+AC0-27T13:29:11,2890.8,2882.8,0.6,31,1878479677,,0.6,0.84,0.6,0.532015,
openml.org/t/3818,tae,autosklearn,test,5,binary,0.866667,acc,local,0.15.0,,2.1.4,2024+AC0-01+AC0-27T14:17:29,2897.8,2889.2,0.6,31,1878479678,,0.866667,0.95,0.9,0.311886,
openml.org/t/3818,tae,autosklearn,test,6,binary,0.733333,acc,local,0.15.0,,2.1.4,2024+AC0-01+AC0-27T15:05:43,2893.9,2885.9,0.5,31,1878479679,,0.733333,0.82,0.75,0.556822,
openml.org/t/3818,tae,autosklearn,test,7,binary,0.733333,acc,local,0.15.0,,2.1.4,2024+AC0-01+AC0-27T15:53:55,2891.6,2885.1,0.08,33,1878479680,,0.733333,0.72,0.65,0.596252,
openml.org/t/3818,tae,autosklearn,test,8,binary,0.733333,acc,local,0.15.0,,2.1.4,2024+AC0-01+AC0-27T16:42:04,2889.7,2882.3,0.5,34,1878479681,,0.733333,0.8,0.7,0.497982,
openml.org/t/3818,tae,autosklearn,test,9,binary,0.733333,acc,local,0.15.0,,2.1.4,2024+AC0-01+AC0-27T17:30:10,2885.5,2878.9,0.1,33,1878479682,,0.733333,0.75,0.666667,2.81156,
openml.org/t/3818,tae,AutoWEKA,test,0,binary,0.5,acc,local,latest,,2.1.4,2024+AC0-01+AC0-29T20:39:09,2440.5,2440.5,,,169452729,,0.5,0.416667,0.433333,0.864879,
openml.org/t/3818,tae,AutoWEKA,test,1,binary,0.8,acc,local,latest,,2.1.4,2024+AC0-01+AC0-29T21:22:19,2590.7,2590.7,,,169452730,,0.8,0.75,0.75,7.20873,
openml.org/t/3818,tae,AutoWEKA,test,2,binary,0.733333,acc,local,latest,,2.1.4,2024+AC0-01+AC0-29T22:07:18,2698.4,2698.4,,,169452731,,0.733333,0.63,0.65,0.581162,
openml.org/t/3818,tae,AutoWEKA,test,3,binary,0.666667,acc,local,latest,,2.1.4,2024+AC0-01+AC0-29T22:51:37,2659.6,2659.6,,,169452732,,0.666667,0.54,0.55,0.667345,
openml.org/t/3818,tae,AutoWEKA,test,4,binary,0.8,acc,local,latest,,2.1.4,2024+AC0-01+AC0-29T23:33:39,2521.2,2521.1,,,169452733,,0.8,0.77,0.8,0.537385,
openml.org/t/3818,tae,AutoWEKA,test,5,binary,0.866667,acc,local,latest,,2.1.4,2024+AC0-01+AC0-30T00:17:43,2644.8,2644.8,,,169452734,,0.866667,0.82,0.85,0.495512,
openml.org/t/3818,tae,AutoWEKA,test,6,binary,0.866667,acc,local,latest,,2.1.4,2024+AC0-01+AC0-30T01:03:06,2722.4,2722.3,,,169452735,,0.866667,0.87,0.85,0.456684,
openml.org/t/3818,tae,AutoWEKA,test,7,binary,0.733333,acc,local,latest,,2.1.4,2024+AC0-01+AC0-30T01:43:21,2415.2,2415.2,,,169452736,,0.733333,0.66,0.65,0.579045,
openml.org/t/3818,tae,AutoWEKA,test,8,binary,0.866667,acc,local,latest,,2.1.4,2024+AC0-01+AC0-30T02:23:35,2414,2414,,,169452737,,0.866667,0.8,0.8,0.948003,
openml.org/t/3818,tae,AutoWEKA,test,9,binary,0.866667,acc,local,latest,,2.1.4,2024+AC0-01+AC0-30T03:03:53,2418,2418,,,169452738,,0.866667,0.842593,0.861111,0.499623,
openml.org/t/3818,tae,H2OAutoML,test,0,binary,0.5625,acc,local,3.44.0.2,,2.1.4,2024+AC0-01+AC0-27T18:59:10,2534.1,2527.8,0.03,168,1102759199,,0.5625,0.533333,0.483333,0.830164,
openml.org/t/3818,tae,H2OAutoML,test,1,binary,0.866667,acc,local,3.44.0.2,,2.1.4,2024+AC0-01+AC0-27T19:44:43,2732.7,2725.7,0.03,1145,1102759200,,0.866667,0.9,0.9,0.345061,
openml.org/t/3818,tae,H2OAutoML,test,2,binary,0.6,acc,local,3.44.0.2,,2.1.4,2024+AC0-01+AC0-27T20:28:04,2601.4,2594.5,0.04,330,1102759201,,0.6,0.64,0.5,0.998303,
openml.org/t/3818,tae,H2OAutoML,test,3,binary,0.8,acc,local,3.44.0.2,,2.1.4,2024+AC0-01+AC0-27T21:13:20,2715.7,2708.8,0.02,199,1102759202,,0.8,0.76,0.75,0.603894,
openml.org/t/3818,tae,H2OAutoML,test,4,binary,0.733333,acc,local,3.44.0.2,,2.1.4,2024+AC0-01+AC0-27T21:58:57,2736.8,2730,0.03,1127,1102759203,,0.733333,0.74,0.75,0.613541,
openml.org/t/3818,tae,H2OAutoML,test,5,binary,0.666667,acc,local,3.44.0.2,,2.1.4,2024+AC0-01+AC0-27T22:43:37,2679.6,2672.6,0.04,199,1102759204,,0.666667,0.74,0.7,0.771716,
openml.org/t/3818,tae,H2OAutoML,test,6,binary,0.733333,acc,local,3.44.0.2,,2.1.4,2024+AC0-01+AC0-27T23:29:04,2727.2,2720.3,0.03,1168,1102759205,,0.733333,0.86,0.7,0.479487,
openml.org/t/3818,tae,H2OAutoML,test,7,binary,0.933333,acc,local,3.44.0.2,,2.1.4,2024+AC0-01+AC0-28T00:14:50,2745.8,2739,0.03,1042,1102759206,,0.933333,0.86,0.9,0.395691,
openml.org/t/3818,tae,H2OAutoML,test,8,binary,0.8,acc,local,3.44.0.2,,2.1.4,2024+AC0-01+AC0-28T01:00:28,2738,2731,0.04,1157,1102759207,,0.8,0.8,0.75,0.590738,
openml.org/t/3818,tae,H2OAutoML,test,9,binary,0.733333,acc,local,3.44.0.2,,2.1.4,2024+AC0-01+AC0-28T01:46:33,2765.7,2758.8,0.03,998,1102759208,,0.733333,0.796296,0.722222,0.643785,
openml.org/t/3818,tae,NaiveAutoML,test,0,binary,0.625,acc,local,0.0.27,,2.1.4,2024+AC0-01+AC0-28T20:26:24,72.5,68.2,0.01,1,1053716590,,0.625,0.616667,0.566667,0.934302,
openml.org/t/3818,tae,NaiveAutoML,test,1,binary,0.6,acc,local,0.0.27,,2.1.4,2024+AC0-01+AC0-28T20:26:54,29.6,27.5,0.02,1,1053716591,,0.6,0.61,0.55,0.757782,
openml.org/t/3818,tae,NaiveAutoML,test,2,binary,0.733333,acc,local,0.0.27,,2.1.4,2024+AC0-01+AC0-28T20:37:13,618.9,616.5,0.07,1,1053716592,,0.733333,0.64,0.6,0.622926,
openml.org/t/3818,tae,NaiveAutoML,test,3,binary,0.733333,acc,local,0.0.27,,2.1.4,2024+AC0-01+AC0-28T20:43:32,378.5,376.3,0.03,1,1053716593,,0.733333,0.82,0.65,0.488438,
openml.org/t/3818,tae,NaiveAutoML,test,4,binary,0.733333,acc,local,0.0.27,,2.1.4,2024+AC0-01+AC0-28T20:44:39,67.3,65.2,0.01,1,1053716594,,0.733333,0.92,0.65,0.433273,
openml.org/t/3818,tae,NaiveAutoML,test,5,binary,0.666667,acc,local,0.0.27,,2.1.4,2024+AC0-01+AC0-28T20:45:18,38.9,36.9,0.01,1,1053716595,,0.666667,0.7,0.7,12.0146,
openml.org/t/3818,tae,NaiveAutoML,test,6,binary,0.8,acc,local,0.0.27,,2.1.4,2024+AC0-01+AC0-28T21:04:18,1140.2,1138,0.07,1,1053716596,,0.8,0.92,0.8,0.410961,
openml.org/t/3818,tae,NaiveAutoML,test,7,binary,0.8,acc,local,0.0.27,,2.1.4,2024+AC0-01+AC0-28T21:05:02,43.5,41.4,0.01,1,1053716597,,0.8,0.81,0.75,0.50013,
openml.org/t/3818,tae,NaiveAutoML,test,8,binary,0.866667,acc,local,0.0.27,,2.1.4,2024+AC0-01+AC0-28T21:05:47,45.2,43.1,0.01,1,1053716598,,0.866667,0.68,0.8,0.638655,
openml.org/t/3818,tae,NaiveAutoML,test,9,binary,0.666667,acc,local,0.0.27,,2.1.4,2024+AC0-01+AC0-28T21:07:11,83.7,81.6,0.03,1,1053716599,,0.666667,0.657407,0.694444,12.0416,
openml.org/t/3818,tae,TPOT,test,0,binary,0.5625,acc,local,0.12.1,,2.1.4,2024+AC0-01+AC0-27T10:15:41,2896.9,2883.5,0.05,6674,214906338,,0.5625,0.633333,0.483333,0.869615,
openml.org/t/3818,tae,TPOT,test,1,binary,0.866667,acc,local,0.12.1,,2.1.4,2024+AC0-01+AC0-27T11:03:51,2890.8,2881.5,0.002,7961,214906339,,0.866667,0.94,0.85,0.337951,
openml.org/t/3818,tae,TPOT,test,2,binary,0.533333,acc,local,0.12.1,,2.1.4,2024+AC0-01+AC0-27T11:52:07,2895.8,2886.3,0.06,6908,214906340,,0.533333,0.56,0.45,3.35941,
openml.org/t/3818,tae,TPOT,test,3,binary,0.733333,acc,local,0.12.1,,2.1.4,2024+AC0-01+AC0-27T12:35:41,2613.9,2605.1,0.004,9533,214906341,,0.733333,0.8,0.6,0.464383,
openml.org/t/3818,tae,TPOT,test,4,binary,0.733333,acc,local,0.12.1,,2.1.4,2024+AC0-01+AC0-27T13:24:07,2905.7,2897.7,0.02,4254,214906342,,0.733333,0.86,0.6,0.418883,
openml.org/t/3818,tae,TPOT,test,5,binary,0.666667,acc,local,0.12.1,,2.1.4,2024+AC0-01+AC0-27T14:12:19,2892.7,2883.5,0.03,6011,214906343,,0.666667,0.68,0.6,2.85937,
openml.org/t/3818,tae,TPOT,test,6,binary,0.8,acc,local,0.12.1,,2.1.4,2024+AC0-01+AC0-27T15:00:29,2889.1,2880.7,0.002,8408,214906344,,0.8,0.82,0.8,0.515289,
openml.org/t/3818,tae,TPOT,test,7,binary,0.866667,acc,local,0.12.1,,2.1.4,2024+AC0-01+AC0-27T15:48:41,2892.1,2882.9,0.05,5982,214906345,,0.866667,0.88,0.85,2.41294,
openml.org/t/3818,tae,TPOT,test,8,binary,0.866667,acc,local,0.12.1,,2.1.4,2024+AC0-01+AC0-27T16:36:56,2895.7,2888.6,0.03,3695,214906346,,0.866667,0.78,0.8,4.63855,
openml.org/t/3818,tae,TPOT,test,9,binary,0.666667,acc,local,0.12.1,,2.1.4,2024+AC0-01+AC0-27T17:20:06,2590.1,2580.6,0.003,9277,214906347,,0.666667,0.75,0.611111,2.68267,
